mileage,exterior,interior,vin,price,price_type,condition,year,make,model
61315,Silver,Graphite,3N1CN8EV8ML864453,16500,Value Price,Pre-Owned,2021,Nissan,Versa 1.6 SV
162842,Blue,Carbon Black,JF1GR7E6XDG800611,12900,Value Price,Pre-Owned,2013,Subaru,Impreza WRX
128692,Silver,Misty Gray,JTDKN3DU7B0301053,9875,Value Price,Pre-Owned,2011,Toyota,Prius Three
124002,Red,Bisque,JTDKN3DU4C5440352,11639,Value Price,Pre-Owned,2012,Toyota,Prius Two
57584,Red,Harvest Beige,JTDKBRFU2H3055321,22988,Value Price,Pre-Owned,2017,Toyota,Prius Four
84777,White,Moonstone,JTDKARFU4H3045490,22988,Value Price,Pre-Owned,2017,Toyota,Prius Four
78847,White,Graphite,3TMAZ5CN8HM036493,28996,Value Price,Pre-Owned,2017,Toyota,Tacoma TRD Sport
84301,Black,Black,JTEZU5JR6J5179814,32558,Value Price,Pre-Owned,2018,Toyota,4Runner SR5 Premium
38550,Gray,Black,3TMDZ5BN2KM070354,37988,Value Price,Pre-Owned,2019,Toyota,Tacoma TRD Sport
28108,White,Black,JTMMWRFV9LD072108,31889,Value Price,Pre-Owned,2020,Toyota,RAV4 Hybrid LE
68223,Blue,Black,KMHTC6AE9GU294417,13289,Value Price,Pre-Owned,2016,Hyundai,Veloster Turbo
59834,Gray,Graphite,JN1EV7BR5MM753214,26998,Value Price,Pre-Owned,2021,INFINITI,Q50 3.0t LUXE
117186,Red,Titanium Gray,1G1YY26U365130876,18850,Value Price,Pre-Owned,2006,Chevrolet,Corvette Base
81599,White,Gray,1GNDV23W78D162511,8800,Value Price,Pre-Owned,2008,Chevrolet,Uplander LS
345054,Brown,Ebony,1GCHK23668F101531,15990,Value Price,Pre-Owned,2008,Chevrolet,Silverado 2500HD LTZ
134400,Black,Black,1GCGTCE3XF1213695,19500,Value Price,Pre-Owned,2015,Chevrolet,Colorado Z71
40752,Red,Jet Black/Brandy,1G1RD6S53GU139364,19988,Value Price,Pre-Owned,2016,Chevrolet,Volt Premier
107957,Gray,Jet Black,3GNAXSEV7JS574130,15988,Value Price,Pre-Owned,2018,Chevrolet,Equinox LT
13770,Gray,Jet Black,3GCPWBEH7KG275757,33977,Value Price,Pre-Owned,2019,Chevrolet,Silverado 1500 Custom
67652,White,Cocoa/Dune,1GNSKBKC9KR211564,37555,Value Price,Pre-Owned,2019,Chevrolet,Tahoe LT
39702,Red,Jet Black/Dark Anderson Silver Metallic,KL8CD6SA5LC419564,15688,Value Price,Pre-Owned,2020,Chevrolet,Spark 1LT
31083,Silver,Jet Black,KL7CJPSB2LB007474,18633,Value Price,Pre-Owned,2020,Chevrolet,Trax LT
21331,Black,Jet Black/Umber,1GCPWFED6LZ233795,36980,Value Price,Pre-Owned,2020,Chevrolet,Silverado 1500 High Country
33458,White,Dark Galvanized /Sky Cool Gray,1G1FY6S03L4144229,17988,Value Price,Pre-Owned,2020,Chevrolet,Bolt EV LT
62189,Gray,Jet Black,3GCUYGET0MG111039,44998,Value Price,Pre-Owned,2021,Chevrolet,Silverado 1500 LTZ
51834,White,Medium Pewter,1GCWGBFP5M1214147,31648,Value Price,Pre-Owned,2021,Chevrolet,Express 2500 Work Van
55517,Gray,Jet Black,1GCPWCED9MZ355471,36980,Value Price,Pre-Owned,2021,Chevrolet,Silverado 1500 LT
20008,White,Jet Black/Dark Ash,1GCGTBEN7M1187081,31988,Value Price,Pre-Owned,2021,Chevrolet,Colorado Work Truck
39957,White,Jet Black,1GCGSCEN5N1151559,30000,Value Price,Pre-Owned,2022,Chevrolet,Colorado LT
104498,White,,WVGAV9AX1AW510731,6990,Value Price,Pre-Owned,2010,Volkswagen,Tiguan
52386,Black,Black,WVWKP7AU4GW911468,12766,Value Price,Pre-Owned,2016,Volkswagen,e-Golf SE
40410,White,Titan Black,3VW547AU3JM292999,23889,Value Price,Pre-Owned,2018,Volkswagen,Golf GTI 2.0T SE
157079,White,Almond/Mocha,WDDGF5EB5BF635788,7500,Value Price,Pre-Owned,2011,Mercedes-Benz,C 300
93643,Red,Almond/Black,WDCGG5GB8BF613895,13988,Value Price,Pre-Owned,2011,Mercedes-Benz,GLK 350
7018,Gray,Macchiato Beige,W1N4N4HB3NJ334811,35839,Value Price,Pre-Owned,2022,Mercedes-Benz,GLA 250
